key	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	function	p_Control	N_Control	p_Jelly	N_Jelly
func_871f5199ad14	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER1031246	family_S16_unassigned_peptidases_(Halomonas_hydrothermalis)_[S16.UPW]	0.02702702702702703	37	0	40
func_87333c6c77ea	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0998189	family_S9_unassigned_peptidases_(Neptuniibacter_caesariensis)_[S09.UPW]	0.02702702702702703	37	0	40
func_8757fdde2d81	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0272433	imidazole_glycerol_phosphate_synthase_subunit_HisH_(Muricauda_ruestringensis)_[C26.965]	0.02702702702702703	37	0	40
func_8782de089644	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0203033,MER0202973	subfamily_M48C_unassigned_peptidases_(Puniceispirillum_marinum)_[M48.UPC]	0.02702702702702703	37	0	40
func_87e57c8c4dbf	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0996520	family_S9_unassigned_peptidases_(Shewanella_sp._cp20)_[S09.UPW]	0.02702702702702703	37	0	40
func_87ed58b7d511	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0197796	family_M103_non-peptidase_homologues_(Azospirillum_sp._B510)_[M103.UNW]	0.02702702702702703	37	0	40
func_87ed8208055b	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0123511	family_M38_non-peptidase_homologues_(Leptospira_biflexa)_[M38.UNW]	0.02702702702702703	37	0	40
func_880588332f32	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER1088814	bacterial_proteasome,_alpha_subunit_(Methylophaga_lonarensis)_[T01.980]	0.02702702702702703	37	0	40
func_88ebad521c15	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0213171,MER0067038	family_S9_non-peptidase_homologues_(Rhodopirellula_baltica)_[S09.UNW]	0.02702702702702703	37	0	40
func_8912a99e46fc	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0878766	family_M41_unassigned_peptidases_()_[M41.UPW]	0.02702702702702703	37	0	40
func_895259f09042	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0130641	family_T2_unassigned_peptidases_(Rhodothermus_marinus)_[T02.UPW]	0.02702702702702703	37	0	40
func_8956769c67aa	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0094791	family_C44_non-peptidase_homologues_(Pseudomonas_stutzeri)_[C44.UNW]	0.02702702702702703	37	0	40
func_896a6671cf65	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0092794	family_S33_non-peptidase_homologues_(Salinispora_tropica)_[S33.UNW]	0.02702702702702703	37	0	40
func_897a115c865b	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0281868	Lon-A_peptidase_(Glaciecola_nitratireducens)_[S16.001]	0.02702702702702703	37	0	40
func_89f46ffa7c3a	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0332455	family_S16_unassigned_peptidases_(Propionibacterium_acnes)_[S16.UPW]	0.02702702702702703	37	0	40
func_8ae856994325	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0268722	type_4_prepilin_peptidase_1_(Glaciecola_agarilytica)_[A24.001]	0.02702702702702703	37	0	40
func_8aea018358b2	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0134543	family_S9_unassigned_peptidases_(Rhodospirillum_centenum)_[S09.UPW]	0.02702702702702703	37	0	40
func_8b1eb0a5a0c1	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0119688	ornithine_acetyltransferase_precursor_(Oceanobacter_sp._RED65)_[T05.001]	0.02702702702702703	37	0	40
func_8b749bee89f3	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER1063935	cephalosporin_acylase_precursor_(Emticicia_oligotrophica)_[S45.002]	0.02702702702702703	37	0	40
func_8badad350a77	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0421355	family_S12_unassigned_peptidases_(Myroides_odoratimimus)_[S12.UPW]	0.02702702702702703	37	0	40
func_8bae7c5b860c	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0109509	Lon-A_peptidase_(Marinobacter_algicola)_[S16.001]	0.02702702702702703	37	0	40
func_8bfca6e1afdf	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER1033789	family_S16_unassigned_peptidases_(Microbacterium_oxydans)_[S16.UPW]	0.02702702702702703	37	0	40
func_8c166d73d2da	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER1102587	family_T5_unassigned_peptidases_(Erythrobacter_longus)_[T05.UPW]	0.02702702702702703	37	0	40
func_8c3fc91a82c6	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0151250	family_M38_non-peptidase_homologues_(Vibrio_splendidus)_[M38.UNW]	0.02702702702702703	37	0	40
func_8ccbc5be2db9	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0059431	family_S9_non-peptidase_homologues_(Erythrobacter_litoralis)_[S09.UNW]	0.02702702702702703	37	0	40
func_8d8f9fcc37ac	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0165776	family_C56_non-peptidase_homologues_(Anaeromyxobacter_sp._K)_[C56.UNW]	0.02702702702702703	37	0	40
func_8dad32220d4f	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0196957	family_C56_non-peptidase_homologues_(Spirosoma_linguale)_[C56.UNW]	0.02702702702702703	37	0	40
func_8ddc0e0d34b8	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0709355	family_C25_unassigned_peptidases_(Tamlana_nanhaiensis)_[C25.UPW]	0.02702702702702703	37	0	40
func_8deb4387bd5c	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0921039	subfamily_M16B_unassigned_peptidases_(Thalassobacter_sp._16PALIMAR09)_[M16.UPB]	0.02702702702702703	37	0	40
func_8df41abbb988	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0627211	family_C110_unassigned_peptidases_(Carboxydothermus_hydrogenoformans)_[C110.UPW]	0.02702702702702703	37	0	40
func_8e17e4aeb676	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0058378,MER0058313	subfamily_M50B_unassigned_peptidases_(Salinibacter_ruber)_[M50.UPB]	0.02702702702702703	37	0	40
func_8e2b85529a3b	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0279194	subfamily_S8A_unassigned_peptidases_(Silicibacter_sp._TrichCH4B)_[S08.UPA]	0.02702702702702703	37	0	40
func_8ea318f17fb4	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0799234	family_I87_unassigned_peptidase_inhibitors_(Nakamurella_multipartita)_[I87.UPW]	0.02702702702702703	37	0	40
func_8eb72174f8f9	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0288485,MER0086257	C-terminal_processing_peptidase-1_()_[S41.001]	0.02702702702702703	37	0	40
func_8ed6306b5ca5	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER1204821	family_M19_unassigned_peptidases_(Hyphomicrobium_sp._SCN_65-11)_[M19.UPW]	0.02702702702702703	37	0	40
func_8fcc8bec520e	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0272463	Pep_putative_peptidase_({Vibrio}-type)_(Muricauda_ruestringensis)_[S41.012]	0.02702702702702703	37	0	40
func_8fdf945c4b0d	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0085138	collagenase_({Helicobacter}-type)_(Oceanobacter_sp._RED65)_[U32.002]	0.02702702702702703	37	0	40
func_914e1fc2dc82	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0088349	subfamily_M48C_unassigned_peptidases_(Parvibaculum_lavamentivorans)_[M48.UPC]	0.02702702702702703	37	0	40
func_921a859f6257	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0235555	family_S24_unassigned_peptidases_(Cellulophaga_algicola)_[S24.UPW]	0.02702702702702703	37	0	40
func_92281535369e	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0489767	subfamily_S9B_non-peptidase_homologues_(Lentibacillus_sp._Grbi)_[S09.UNB]	0.02702702702702703	37	0	40
func_924eb58956da	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0883772	subfamily_M48B_unassigned_peptidases_(Skermanella_aerolata)_[M48.UPB]	0.02702702702702703	37	0	40
func_9287af9666a5	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER1102847	family_T5_unassigned_peptidases_(Rhodovulum_sp._NI22)_[T05.UPW]	0.02702702702702703	37	0	40
func_92d199c633c9	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0924783	mitochondrial_processing_peptidase_beta-subunit_(Leisingera_sp._ANG-Vp)_[M16.003]	0.02702702702702703	37	0	40
func_92f022360127	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0215342	subfamily_M14B_non-peptidase_homologues_(Croceibacter_atlanticus)_[M14.UNB]	0.02702702702702703	37	0	40
func_9356afee3451	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0368824	bacteriocin-processing_peptidase_(Bacteroides_salyersiae)_[C39.001]	0.02702702702702703	37	0	40
func_93e2dde3c9cd	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0077291	oxamate_amidohydrolase_proenzyme_({Klebsiella_pneumonia})_(Verminephrobacter_eiseniae)_[T03.025]	0.02702702702702703	37	0	40
func_93e3aad518bf	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0738221	subfamily_C82A_unassigned_peptidases_(Roseovarius_sp._BRH_c41)_[C82.UPA]	0.02702702702702703	37	0	40
func_93f90e6a4a88	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0059405	family_S16_non-peptidase_homologues_(Erythrobacter_litoralis)_[S16.UNW]	0.02702702702702703	37	0	40
func_94329f129b49	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0281807	subfamily_S1C_unassigned_peptidases_(Methylomicrobium_alcaliphilum)_[S01.UPC]	0.02702702702702703	37	0	40
func_94cb53ec84d3	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0089880	alanyl_aminopeptidase_(bacterial-type)_(Cellvibrio_japonicus)_[M01.005]	0.02702702702702703	37	0	40
func_9535f0a1abab	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0219868	family_S12_unassigned_peptidases_(Ralstonia_solanacearum)_[S12.UPW]	0.02702702702702703	37	0	40
func_955ef1584441	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0177022	family_S82_non-peptidase_homologues_(Algoriphagus_mannitolivorans)_[S82.UNW]	0.02702702702702703	37	0	40
func_957360bc2e5b	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0440632	family_C26_unassigned_peptidases_(Acetobacter_tropicalis)_[C26.UPW]	0.02702702702702703	37	0	40
func_958f8bb319e2	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0081499	family_C13_unassigned_peptidases_(Acinetobacter_baumannii)_[C13.UPW]	0.02702702702702703	37	0	40
func_95e59a63fea6	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0215358	family_S33_unassigned_peptidases_(Thalassobium_sp._R2A62)_[S33.UPW]	0.02702702702702703	37	0	40
func_95f6481c8d23	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0030062	family_M38_unassigned_peptidases_(Methanosarcina_acetivorans)_[M38.UPW]	0.02702702702702703	37	0	40
func_95fdd59236fe	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0890127	family_M50_unassigned_peptidases_(Capnocytophaga_sp)_[M50.UPW]	0.02702702702702703	37	0	40
func_96114901b57e	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0085791	subfamily_S8A_unassigned_peptidases_(Caulobacter_sp._K31)_[S08.UPA]	0.02702702702702703	37	0	40
func_963fd9a6db9e	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0074868	family_M28_non-peptidase_homologues_(Gramella_forsetii)_[M28.UNW]	0.02702702702702703	37	0	40
func_9642a3f2b99d	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER1043094	family_S24_unassigned_peptidases_(Halomonas_huangheensis)_[S24.UPW]	0.02702702702702703	37	0	40
func_96472083b65d	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0285009	subfamily_M23B_unassigned_peptidases_(Vibrio_furnissii)_[M23.UPB]	0.02702702702702703	37	0	40
func_969130c8b0ca	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0096290	family_S9_unassigned_peptidases_(Rhodococcus_jostii)_[S09.UPW]	0.02702702702702703	37	0	40
func_96a80c4d613c	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0139066	family_S11_unassigned_peptidases_(Roseobacter_sp._AzwK-3b)_[S11.UPW]	0.02702702702702703	37	0	40
func_976d264d232c	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER1171597	family_C40_unassigned_peptidases_(Methyloligella_halotolerans)_[C40.UPW]	0.02702702702702703	37	0	40
func_97e5c883c0ac	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0197867	family_S33_non-peptidase_homologues_(Allochromatium_vinosum)_[S33.UNW]	0.02702702702702703	37	0	40
func_98044ba4063f	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0456998	family_C44_non-peptidase_homologues_(Phaeospirillum_molischianum)_[C44.UNW]	0.02702702702702703	37	0	40
func_98559b8d39b6	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0080211	family_M23_non-peptidase_homologues_(Rhodopseudomonas_palustris)_[M23.UNW]	0.02702702702702703	37	0	40
func_98d18d58171f	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0136149	family_C56_non-peptidase_homologues_(Methylocella_silvestris)_[C56.UNW]	0.02702702702702703	37	0	40
func_9928e5964aaf	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0183739	family_S9_non-peptidase_homologues_(Cenarchaeum_symbiosum)_[S09.UNW]	0.02702702702702703	37	0	40
func_994317f26ad6	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0831035	subfamily_M20F_unassigned_peptidases_(Octadecabacter_antarcticus)_[M20.UPF]	0.02702702702702703	37	0	40
func_994815aac802	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0064367	RhoII_peptidase_({Haloferax_volcanii})_and_similar_(Anaeromyxobacter_sp._Fw109-5)_[S54.027]	0.02702702702702703	37	0	40
func_9986a5d9a7a1	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0197817	family_C26_unassigned_peptidases_(Azospirillum_sp._B510)_[C26.UPW]	0.02702702702702703	37	0	40
func_99d82049bb48	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0420834	aminopeptidase_P_({Streptomyces}-type)_(Clavibacter_michiganensis)_[M24.033]	0.02702702702702703	37	0	40
func_9ad230d3ae5d	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0059781	dihydropyrimidinase_related_protein-5_(Sphingomonas_wittichii)_[M38.978]	0.02702702702702703	37	0	40
func_9adc9fb62e5a	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0025241	family_S11_unassigned_peptidases_(Rhodospirillum_rubrum)_[S11.UPW]	0.02702702702702703	37	0	40
func_9b222e5c09bf	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0843858	family_M20D_unassigned_peptidases_(Acidovorax_temperans)_[M20.UPD]	0.02702702702702703	37	0	40
func_9b329b28c0d3	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0248243	family_S16_non-peptidase_homologues_(Sphingobium_chlorophenolicum)_[S16.UNW]	0.02702702702702703	37	0	40
func_9b59fdb87507	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER1062042	Pep_putative_peptidase_({Vibrio}-type)_(Draconibacterium_sediminis)_[S41.012]	0.02702702702702703	37	0	40
func_9b95a94868c2	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0446596	imidazole_glycerol_phosphate_synthase_subunit_HisH_(Polymorphum_gilvum)_[C26.965]	0.02702702702702703	37	0	40
func_9b998df00897	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0095920	FtsH_peptidase_(Parvibaculum_lavamentivorans)_[M41.001]	0.02702702702702703	37	0	40
func_9c138daa6ed1	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0152157	family_C26_unassigned_peptidases_(Desulfatibacillum_alkenivorans)_[C26.UPW]	0.02702702702702703	37	0	40
func_9cdffd922de7	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0452635	spr_peptidase_(Vibrio_orientalis)_[C40.004]	0.02702702702702703	37	0	40
func_9d6862ed62e1	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0247512	family_M20_unassigned_peptidases_(Alteromonas_sp._SN2)_[M20.UPW]	0.02702702702702703	37	0	40
func_9d6ed0c46d38	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0058280	subfamily_S26A_unassigned_peptidases_(Salinibacter_ruber)_[S26.UPA]	0.02702702702702703	37	0	40
func_9d7b56ce6ae6	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0922525,MER0928475	family_M16_non-peptidase_homologues_(Thalassomonas_viridans)_[M16.UNW]	0.02702702702702703	37	0	40
func_9dd412e0598f	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0304235	family_M20D_unassigned_peptidases_(Zobellia_galactanivorans)_[M20.UPD]	0.02702702702702703	37	0	40
func_9e6d66aeb41b	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER1016196	family_S14_unassigned_peptidases_(Hyphomonas_polymorpha)_[S14.UPW]	0.02702702702702703	37	0	40
func_9f95a5e3a7d8	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0506352	glutamate_synthase_(NADPH)_large_chain_(Pseudomonas_protegens)_[C44.003]	0.02702702702702703	37	0	40
func_a048563c2e0f	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0129528	family_S9_unassigned_peptidases_(Leptotrichia_buccalis)_[S09.UPW]	0.02702702702702703	37	0	40
func_a0b49b2839f3	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0248766	family_S33_unassigned_peptidases_(Mycobacterium_sp._JDM601)_[S33.UPW]	0.02702702702702703	37	0	40
func_a1745077f93a	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0238096	family_M26_non-peptidase_homologues_(Cloacimonas_acidaminovorans)_[M26.UNW]	0.02702702702702703	37	0	40
func_a188fd4ac7d2	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0255513	family_C13_unassigned_peptidases_(Collimonas_fungivorans)_[C13.UPW]	0.02702702702702703	37	0	40
func_a18d94c46085	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0328987	trilobed_protease_(Glaciecola_sp._HTCC2999)_[S09.071]	0.02702702702702703	37	0	40
func_a20feb735f4c	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0450586	CTP_synthetase_(Paracoccus_sp._TRP)_[C26.964]	0.02702702702702703	37	0	40
func_a220cf929e81	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0236230	hypothetical_protein_flj22408_(epoxide_hydrolase)_(Deinococcus_maricopensis)_[S33.978]	0.02702702702702703	37	0	40
func_a22512a24cc4	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0510607	subfamily_S1C_unassigned_peptidases_(Rhizobium_etli)_[S01.UPC]	0.02702702702702703	37	0	40
func_a2273fceaeda	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER1088197	subfamily_T1A_unassigned_peptidases_(Nitratireductor_indicus)_[T01.UPA]	0.02702702702702703	37	0	40
func_a23061faf921	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0797341	subfamily_M20A_unassigned_peptidases_(Roseobacter_sp._AzwK-3b)_[M20.UPA]	0.02702702702702703	37	0	40
func_a27391b5ec14	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0803633	family_I87_unassigned_peptidase_inhibitors_(Lutibaculum_baratangense)_[I87.UPW]	0.02702702702702703	37	0	40
func_a29fa105befb	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0927363	Ste23_peptidase_(Oleispira_antarctica)_[M16.008]	0.02702702702702703	37	0	40
func_a2cf2efe5144	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0448090	PuuD_protein_(Hoeflea_phototrophica)_[C26.961]	0.02702702702702703	37	0	40
func_a2d337a2d389	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0385112	signal_peptidase_I_(Rhodobacter_sp._AKP1)_[S26.001]	0.02702702702702703	37	0	40
func_a3339042ec1c	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0481887	subfamily_M24B_unassigned_peptidases_(Erythrobacter_sp._SD-21)_[M24.UPB]	0.02702702702702703	37	0	40
func_a3ca5ab9cefd	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0064810	subfamily_S49A_unassigned_non-peptidase_homologues_(Aurantimonas_manganoxydans)_[S49.UNA]	0.02702702702702703	37	0	40
func_a400927eeca5	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0121308	cytosolic_epoxide_hydrolase_(Phenylobacterium_zucineum)_[S33.973]	0.02702702702702703	37	0	40
func_a47486ad366f	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0244117	YafK_protein_({Escherichia_coli})_(Citreicella_sp._SE45)_[C82.A01]	0.02702702702702703	37	0	40
func_a4e0b0c9839c	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER1338793	family_S33_unassigned_peptidases_(Marivivens_niveibacter)_[S33.UPW]	0.02702702702702703	37	0	40
func_a4eb5e792d47	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0030568	family_S33_non-peptidase_homologues_(Rhodopirellula_baltica)_[S33.UNW]	0.02702702702702703	37	0	40
func_a4f89b01183c	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0166504	family_C56_non-peptidase_homologues_(Vibrio_sp._MED222)_[C56.UNW]	0.02702702702702703	37	0	40
func_a5068f77f70a	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0239943	oligopeptidase_B_(Cellulophaga_lytica)_[S09.010]	0.02702702702702703	37	0	40
func_a50a135fa7b7	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0154802	family_S33_unassigned_peptidases_(Geobacter_sp._FRC-32)_[S33.UPW]	0.02702702702702703	37	0	40
func_a533bca0ed8d	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0212604	family_S33_unassigned_peptidases_(Azotobacter_vinelandii)_[S33.UPW]	0.02702702702702703	37	0	40
func_a5427fdd7258	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0325808	subfamily_S9A_unassigned_peptidases_(Sphingobacterium_sp._21)_[S09.UPA]	0.02702702702702703	37	0	40
func_a563f2fc2987	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0151411	family_S11_unassigned_peptidases_(Rhodococcus_jostii)_[S11.UPW]	0.02702702702702703	37	0	40
func_a56485b65b10	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0889632	family_M48_unassigned_peptidases_(Rhodovulum_sp._PH10)_[M48.UPW]	0.02702702702702703	37	0	40
func_a63f8a68c423	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0074969	family_C44_unassigned_peptidases_(Gramella_forsetii)_[C44.UPW]	0.02702702702702703	37	0	40
func_a648b01b63f9	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0072670	subfamily_S49A_unassigned_non-peptidase_homologues_(Alcanivorax_borkumensis)_[S49.UNA]	0.02702702702702703	37	0	40
func_a64d9f90e367	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0067778	family_C56_non-peptidase_homologues_(Mesorhizobium_sp._BNC1)_[C56.UNW]	0.02702702702702703	37	0	40
func_a6ae3cfefbc1	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0341992,MER0346245	_(Citromicrobium_bathyomarinum)_[G04.UNW]	0.02702702702702703	37	0	40
func_a6ce5a62ade9	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0822131	subfamily_M3B_unassigned_peptidases_(Roseovarius_sp._BRH_c41)_[M03.UPB]	0.02702702702702703	37	0	40
func_a762461abad3	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0112499	RhoII_peptidase_({Haloferax_volcanii})_and_similar_(Methylococcus_capsulatus)_[S54.027]	0.02702702702702703	37	0	40
func_a779ca23f8fa	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0126621	esterase_EstB_(Beijerinckia_indica)_[S12.950]	0.02702702702702703	37	0	40
func_a7cede5d5420	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER1099696	family_T3_unassigned_peptidases_(Hyphomonas_sp._CY54-11-8)_[T03.UPW]	0.02702702702702703	37	0	40
func_a7d85d7b67a8	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0089416	subfamily_M48B_unassigned_peptidases_(Cellvibrio_japonicus)_[M48.UPB]	0.02702702702702703	37	0	40
func_a85f1703d30e	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0204179	Pep_putative_peptidase_({Vibrio}-type)_(Zunongwangia_profunda)_[S41.012]	0.02702702702702703	37	0	40
func_a9f273e619bc	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0059779	glutamate_synthase_(NADPH)_large_chain_(Sphingomonas_wittichii)_[C44.003]	0.02702702702702703	37	0	40
func_aa3126e69bc6	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0213222	YqiA_protein_({Escherichi_coli})_(Alcanivorax_borkumensis)_[S09.A40]	0.02702702702702703	37	0	40
func_aaba0e2453d8	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0224492	peptidase_T_(Ferrimonas_balearica)_[M20.003]	0.02702702702702703	37	0	40
func_ab29b5c23d48	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0134512	family_S9_non-peptidase_homologues_(Rhodospirillum_centenum)_[S09.UNW]	0.02702702702702703	37	0	40
func_ab721a693ddf	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0785837	family_I51_unassigned_peptidase_inhibitors_(Porphyrobacter_mercurialis)_[I51.UPW]	0.02702702702702703	37	0	40
func_ab8f05338541	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0967066	subfamily_S1C_unassigned_peptidases_(Erythrobacter_longus)_[S01.UPC]	0.02702702702702703	37	0	40
func_ab9b848e1aea	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0105953,MER0100893	subfamily_M28B_unassigned_peptidases_(Robiginitalea_biformata)_[M28.UPB]	0.02702702702702703	37	0	40
func_ab9bd2fe4aa6	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER1023265	family_S15_unassigned_peptidases_(Mesorhizobium_amorphae)_[S15.UPW]	0.02702702702702703	37	0	40
func_ac0a6c4db945	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0851744	family_M20_non-peptidase_homologues_()_[M20.UNW]	0.02702702702702703	37	0	40
func_ac0e17b67836	1.0953064154639136	0.2952984622359041	0.4931282158537864	Control	MER0854771	family_M20_unassigned_peptidases_(Loktanella_vestfoldensis)_[M20.UPW]	0.02702702702702703	37	0	40
