key	function	accession	associated_groups	p_Control	N_Control	p_Jelly	N_Jelly
func_1a6638f4d18b	Arsenite efflux pump ArsB, ACR3 family (ACR3)	COG0798	Control,Jelly	0.16216216216216217	37	0.55	40
func_1a6799f4ac4b	Ribosomal protein S10 (RpsJ) (PDB:4V4H)	COG0051	Control,Jelly	0.35135135135135137	37	0.275	40
func_1a85d1034867	Predicted Ser/Thr protein kinase (PrkA)	COG2766	Control,Jelly	0.10810810810810811	37	0.3	40
func_1a92e9b2c607	Uncharacterized conserved protein, DUF2237 family (PDB:2LQ3)	COG3651	Control,Jelly	0.6486486486486487	37	0.4	40
func_1a975daf70d2	Adenine-specific DNA glycosylase, acts on AG and A-oxoG pairs (MutY) (PDB:1KG2)	COG1194	Control,Jelly	0.8378378378378378	37	0.875	40
func_1aaa49fcb8a6	vWFA (von Willebrand factor type A) domain of Mg and Co chelatases (ChlD)	COG1240	Control,Jelly	0.5675675675675675	37	0.7	40
func_1acf3b97da5e	Peptidyl-prolyl isomerase, parvulin family (SurA) (PDB:2ZR5)	COG0760	Control,Jelly	0.972972972972973	37	0.975	40
func_1ad329396654	Predicted ferric reductase	COG4097	Control,Jelly	0.02702702702702703	37	0.075	40
func_1ad3373cefae	Phosphosulfolactate synthase, CoM biosynthesis protein A (ComA) (PDB:1QWG)	COG1809	Control,Jelly	0.02702702702702703	37	0.15	40
func_1aff1bb2f04b	Carbamoylphosphate synthase large subunit (CarB) (PDB:1C30)	COG0458	Control,Jelly	0.9459459459459459	37	0.8	40
func_1b01e1cb556f	Flavin-binding protein dodecin (PDB:1MOG) (PUBMED:12679016)	COG3360	Control,Jelly	0.02702702702702703	37	0.05	40
func_1b1951dfc879	Folylpolyglutamate synthase/Dihydropteroate synthase (FolC) (PDB:1W78)	COG0285	Control,Jelly	0.918918918918919	37	0.85	40
func_1b197fc976c6	Predicted RNA-binding protein Jag (SpoIIIJ-associated), conains KH and R3H domains (Jag) (PDB:3GKU)	COG1847	Control	0.02702702702702703	37	0	40
func_1b2c0d871793	Dethiobiotin synthetase (BioD) (PDB:1DTS)	COG0132	Control,Jelly	0.1891891891891892	37	0.45	40
func_1b419968a33a	ABC-type maltose transport system, permease component MalG (MalG) (PDB:2R6G)	COG3833	Control,Jelly	0.02702702702702703	37	0.125	40
func_1b5fb1f6c621	ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase (RfaE) (PDB:5X9Q)	COG2870	Control,Jelly	0.4594594594594595	37	0.6	40
func_1b7ddc786f74	Acyl-CoA thioesterase PaaI, contains HGG motif (PaaI) (PDB:1PSU)	COG2050	Control,Jelly	0.7837837837837838	37	0.925	40
func_1bb1c51b6b45	5-(aminomethyl)-3-furanmethanol-phosphate kinase MfnE (methanofuran biosynthesis) (MfnE) (PUBMED:26100040)	COG2054	Jelly	0	37	0.025	40
func_1bf9fe032ffb	Peroxiredoxin (Tpx) (PDB:4AF2)	COG2077	Control,Jelly	0.05405405405405406	37	0.475	40
func_1c1dcf9b8820	Precorrin-6B methylase 2 (CobL) (PDB:1F38)	COG2242	Control,Jelly	0.13513513513513514	37	0.275	40
func_1c295421777f	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component (YbbP)	COG3127	Control,Jelly	0.6486486486486487	37	0.625	40
func_1c4fe1deafc0	Uncharacterized membrane protein YiaA (YiaA)	COG4682	Jelly	0	37	0.075	40
func_1c83ca57ee21	Lipid-binding SYLF domain, Ysc84/FYVE family (SYLF) (PUBMED:21624956)	COG2930	Control,Jelly	0.21621621621621623	37	0.325	40
func_1c88a44e5fdb	PIN domain nuclease, a component of toxin-antitoxin system (PIN domain)	COG3744	Control	0.02702702702702703	37	0	40
func_1c8e120f4323	tRNA-binding EMAP/Myf domain (EMAP) (PDB:1MKH)	COG0073	Control,Jelly	0.8918918918918919	37	0.975	40
func_1c9583ef722a	Aspartate carbamoyltransferase, regulatory subunit (PyrI) (PDB:1NBE)	COG1781	Control,Jelly	0.02702702702702703	37	0.05	40
func_1cca3577e664	Uncharacterized protein, contains DUF1214 domain	COG5402	Control,Jelly	0.02702702702702703	37	0.025	40
func_1ccd753e903b	Predicted choloylglycine hydrolase	COG4927	Jelly	0	37	0.075	40
func_1ccdfdd1943d	Ribose 1,5-bisphosphate kinase PhnN (PhnN)	COG3709	Control,Jelly	0.2702702702702703	37	0.225	40
func_1ce405ff9728	Rhamnose utilisation protein RhaD, predicted bifunctional aldolase and dehydrogenase (RhaD) (PDB:3M4R)	COG3347		0	37	0	40
func_1ce82e3e0a75	Protein tyrosine/serine phosphatase Oca4 (Oca4) (PDB:1XRI)	COG2365	Control,Jelly	0.40540540540540543	37	0.15	40
func_1d193d6c2790	Regulatory P domain of the subtilisin-like proprotein convertases and other proteases (PDB:1OT5)	COG4935	Control,Jelly	0.1891891891891892	37	0.45	40
func_1d1acf73e410	Phosphomannomutase (ManB) (PDB:6MNV)	COG1109	Control,Jelly	0.8918918918918919	37	0.9	40
func_1d26a048b2f1	AIM24 protein, required for mitochondrial respiration (AIM24) (PDB:1YOX) (PUBMED:24928273;24714493)	COG2013	Control,Jelly	0.02702702702702703	37	0.125	40
func_1d2da575801e	Translation elongation factor EF-4, membrane-bound GTPase (LepA) (PDB:3DEG)	COG0481	Control,Jelly	0.7567567567567568	37	0.825	40
func_1d2f7201497e	Lysozyme family protein (ZliS) (PDB:2IKB)	COG3926	Control,Jelly	0.08108108108108109	37	0.275	40
func_1d337dc0d82f	Bifunctional DNA-binding transcriptional regulator of stationary/sporulation/toxin gene expression and antitoxin component of the YhaV-PrlF toxin-antitoxin module (AbrB) (PDB:2RO5)	COG2002	Control	0.02702702702702703	37	0	40
func_1d3d62fd9924	Leucyl aminopeptidase (PepB) (PDB:3H8E) (PUBMED:19553197;23825549)	COG0260	Control,Jelly	0.7837837837837838	37	0.825	40
func_1d41519ec153	UDP-2,3-diacylglucosamine pyrophosphatase LpxH (LpxH) (PDB:5WLY)	COG2908	Control,Jelly	0.8108108108108109	37	0.8	40
func_1d4167a4c7de	Uncharacterized conserved protein YqiB, DUF1249 family (yqiB)	COG3151	Control,Jelly	0.24324324324324326	37	0.35	40
func_1d7545acde84	GAF domain-containing protein, putative methionine-R-sulfoxide reductase (MsrC) (PDB:1F5M)	COG1956	Control,Jelly	0.43243243243243246	37	0.625	40
func_1d75d0dfae19	Acyl-CoA synthetase (NDP forming) (PatZN) (PDB:4YAK) (PUBMED:26251518)	COG1042	Control,Jelly	0.3783783783783784	37	0.325	40
func_1da1218d9693	Uncharacterized conserved protein, contains restriction enzyme R protein N terminal (HSDR_N) domain	COG4748	Control,Jelly	0.1891891891891892	37	0.175	40
func_1da548b42299	Arginine/ornithine N-succinyltransferase beta subunit (AstA) (PDB:1YLE)	COG3138	Control,Jelly	0.08108108108108109	37	0.3	40
func_1db1209ee76c	Outer membrane protein assembly factor BamD, BamD/ComL family (BamD) (PDB:2YHC)	COG4105	Control,Jelly	0.8918918918918919	37	0.85	40
func_1db9ffdfa351	Secreted protein containing C-terminal beta-propeller domain distantly related to WD-40 repeats	COG4880	Control,Jelly	0.08108108108108109	37	0.125	40
func_1dcf8152e369	Uncharacterized conserved protein, DUF497 family (PDB:3U97)	COG2929	Control,Jelly	0.05405405405405406	37	0.05	40
func_1e068e1a3e9f	Phosphoglycolate phosphatase, HAD superfamily (Gph) (PDB:2NYV)	COG0546	Control,Jelly	0.7297297297297297	37	0.75	40
func_1e0d1bd3f125	Apolipoprotein N-acyltransferase (Lnt) (PDB:6NWR)	COG0815	Control,Jelly	0.8648648648648649	37	0.85	40
func_1e2ad1b48318	Glycerophosphoryl diester phosphodiesterase (UgpQ) (PDB:1O1Z)	COG0584	Control,Jelly	0.8378378378378378	37	0.7	40
func_1e3741e69f5c	Uncharacterized metalloenzyme YdcJ, glyoxalase superfamily (YdcJ) (PDB:2RJB)	COG5383	Control,Jelly	0.02702702702702703	37	0.025	40
func_1e377ed50823	Sensor histidine kinase WalK (WalK) (PDB:4I5S)	COG5002	Control,Jelly	0.8648648648648649	37	0.875	40
func_1e3ec217acf5	Phage-related minor tail protein (YqbO)	COG5280	Jelly	0	37	0.025	40
func_1e5f4c828334	ABC-type Fe3+/spermidine/putrescine transport systems, ATPase component (PotA) (PDB:1Z47)	COG3842	Control,Jelly	0.7027027027027027	37	0.825	40
func_1e75423765d5	Anthranilate/para-aminobenzoate synthase component II (glutamine amidotransferase) (PabA) (PDB:1I1Q)	COG0512	Control,Jelly	0.7567567567567568	37	0.825	40
func_1e7c06e8fe08	DNA-binding SWIB/MDM2 domain (Rsc6)	COG5531	Control	0.02702702702702703	37	0	40
func_1e8798415e56	Aspartate kinase (MetL1) (PDB:2CDQ)	COG0527	Control,Jelly	0.8378378378378378	37	0.875	40
func_1e992ee11a28	Uncharacterized conserved protein YaaN involved in tellurite resistance (YaaN)	COG3853	Control,Jelly	0.16216216216216217	37	0.2	40
func_1eaae4e50fa6	3-methyladenine DNA glycosylase AlkD (AlkD) (PDB:3JX7)	COG4912	Control,Jelly	0.1891891891891892	37	0.375	40
func_1eb53e39d50f	ABC-type microcin C transport system, permease component YejB (YejB) (PUBMED:17873039)	COG4174	Control,Jelly	0.4594594594594595	37	0.375	40
func_1ebd511c5e25	Type II secretory pathway ATPase component GspA/ExeA/MshM (ExeA) (PUBMED:21378198)	COG3267	Control,Jelly	0.16216216216216217	37	0.4	40
func_1ec2b003d542	Phage-related tail fiber protein (PDB:6CL6)	COG5301	Jelly	0	37	0.075	40
func_1ecb46c400b3	Type IV pilus assembly protein PilF/PilW (PilF) (PDB:2VQ2) (PUBMED:16403447)	COG3063	Control,Jelly	0.7297297297297297	37	0.85	40
func_1ed0e35a3aba	Uncharacterized conserved protein Smg, DUF494 family (Smg)	COG2922	Control,Jelly	0.02702702702702703	37	0.225	40
func_1ed89bfd0122	Na+-translocating ferredoxin:NAD+ oxidoreductase RNF, RnfB subunit (RnfB) (PUBMED:24045950)	COG2878	Control,Jelly	0.24324324324324326	37	0.4	40
func_1ee203c7d19a	16S rRNA G966 N2-methylase RsmD (RsmD) (PDB:2IFT)	COG0742	Control,Jelly	0.7837837837837838	37	0.85	40
func_1f16233221e1	Altronate dehydratase (UxaA) (PDB:6U7L)	COG2721	Control,Jelly	0.2972972972972973	37	0.25	40
func_1f34a0b5c97d	7-cyano-7-deazaguanine synthase (queuosine biosynthesis) (QueC) (PDB:2PG3) (PUBMED:14660578;17384645)	COG0603	Control,Jelly	0.3783783783783784	37	0.425	40
func_1f558d6198ab	NADPH-dependent glutamate synthase beta chain or related oxidoreductase (GltD) (PDB:1H7X)	COG0493	Control,Jelly	0.972972972972973	37	0.8	40
func_1f5befc08cbe	DNA-binding protein Fis (factor for inversion stimulation) (Fis) (PDB:1ETK)	COG2901	Control,Jelly	0.3783783783783784	37	0.45	40
func_1f723532c184	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB (EnvC)	COG4942	Control,Jelly	0.6216216216216216	37	0.925	40
func_1f82817d9bcf	Uncharacterized conserved protein, DUF2390 domain	COG5589	Control,Jelly	0.13513513513513514	37	0.2	40
func_1f8a56e31a14	Alanyl-tRNA synthetase (AlaS) (PDB:2ZZE)	COG0013	Control,Jelly	0.8378378378378378	37	0.9	40
func_1fa6946d5166	DNA polymerase III, epsilon subunit or related 3'-5' exonuclease (DnaQ) (PDB:1J53)	COG0847	Control,Jelly	0.8648648648648649	37	0.95	40
func_1fb9e63a6296	Type IV pilus assembly protein, tip-associated adhesin PilY1 (PilY1) (PDB:3HX6)	COG3419	Control,Jelly	0.13513513513513514	37	0.25	40
func_1fba3d188f52	Uncharacterized conserved protein, contains SnoaL-like domain (SnoaL) (PDB:2K54)	COG4538	Jelly	0	37	0.1	40
func_1fd1e1e6297e	Ribosomal protein L21 (RplU) (PDB:1VS6)	COG0261	Control,Jelly	0.8648648648648649	37	0.875	40
func_1fecd3f6706c	Cu2+-containing amine oxidase (TynA) (PDB:1A2V)	COG3733	Control	0.05405405405405406	37	0	40
func_1ff65b8495f3	Translation initiation factor IF-3 (InfC) (PDB:2IFE)	COG0290	Control,Jelly	0.8378378378378378	37	0.725	40
func_1ff73cdaf120	Nicotinic acid phosphoribosyltransferase (PncB) (PDB:1VLP)	COG1488	Control,Jelly	0.43243243243243246	37	0.325	40
func_1ffc26d0034f	Transposase (or an inactivated derivative) (IS285)	COG3328	Control,Jelly	0.02702702702702703	37	0.075	40
func_20000b8aa6d1	Ferredoxin-like protein FixX (FixX)	COG2440		0	37	0	40
func_201dc25dc6c5	Thymidylate synthase (ThyA) (PDB:1AN5)	COG0207	Control,Jelly	0.8108108108108109	37	0.8	40
func_205cea65d626	Cytochrome b subunit of formate dehydrogenase (FdnI) (PDB:1KQF)	COG2864	Control,Jelly	0.08108108108108109	37	0.175	40
func_2060dbd74ce3	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase (ThiD) (PDB:1Y9X) (PUBMED:17351295)	COG0351	Control,Jelly	0.40540540540540543	37	0.525	40
func_2062b8df64b3	Mu-like prophage FluMu protein gp28	COG4373	Jelly	0	37	0.05	40
func_2076dd43c795	5-carboxymethyl-2-hydroxymuconate isomerase (HpaF) (PDB:1OTG)	COG3232	Control,Jelly	0.13513513513513514	37	0.3	40
func_2078c18eb8cf	Predicted RNA modification protein, AMMECR1 domain (AMMECR1) (PDB:1VAJ) (PUBMED:24646681)	COG2078	Control,Jelly	0.02702702702702703	37	0.025	40
func_2079b1dbce5f	Predicted phage phi-C31 gp36 major capsid-like protein (gp36)	COG4653	Control,Jelly	0.10810810810810811	37	0.125	40
func_208b32f19418	MoxR-like ATPase (MoxR) (PDB:2R44)	COG0714	Control,Jelly	0.972972972972973	37	0.95	40
func_209e9e973c1a	Ribulose 1,5-bisphosphate carboxylase, large subunit, or a RuBisCO-like protein (RbcL) (PDB:2YBV)	COG1850	Control,Jelly	0.08108108108108109	37	0.05	40
func_20bbef1e99dc	Myo-inositol-1-phosphate synthase (INO1) (PDB:1GR0)	COG1260	Jelly	0	37	0.025	40
func_20d55de3a4b3	ATP-dependent Lon protease, bacterial type (Lon) (PDB:6ON2)	COG0466	Control,Jelly	0.7567567567567568	37	0.85	40
func_20dc5e36c647	Diphthamide synthase (EF-2-diphthine--ammonia ligase) (Dph6) (PDB:2D13)	COG2102	Control,Jelly	0.08108108108108109	37	0.2	40
func_210c0d92af7e	Hemerythrin (PDB:1A7D)	COG2703	Control,Jelly	0.05405405405405406	37	0.125	40
func_216abda4c321	Predicted lipid transporter YdfJ, MMPL/SSD domain, RND superfamily (YdfJ) (PUBMED:10694977;15941986)	COG2409	Control	0.05405405405405406	37	0	40
func_216b837fd61d	tRNA(Leu) C34 or U34 (ribose-2'-O)-methylase TrmL, contains SPOUT domain (TrmL) (PDB:4JAK)	COG0219	Control,Jelly	0.5135135135135135	37	0.625	40
func_21b7734fa22f	Ribosomal 50S subunit-associated protein YjgA, DUF615 family (YjgA) (PDB:2P0T) (PUBMED:16980477)	COG3028	Control,Jelly	0.1891891891891892	37	0.35	40
func_21c1197941cf	Rieske Fe-S protein (QcrA/PetC) (PDB:5CXM) (PUBMED:27663073)	COG0723	Control,Jelly	0.5675675675675675	37	0.5	40
func_21db2da32692	ABC-type protease/lipase transport system, ATPase and permease components (ArpD) (PDB:5L22)	COG4618	Control,Jelly	0.13513513513513514	37	0.225	40
func_21f3b11f7767	Phosphatidylserine synthase (PssA)	COG1183	Control,Jelly	0.7297297297297297	37	0.8	40
func_221104d3026c	Phosphatidylglycerophosphate synthase (PgsA) (PDB:4MND)	COG0558	Control,Jelly	0.6486486486486487	37	0.7	40
func_221afeff49d6	Phosphohistidine phosphatase SixA (SixA) (PDB:1UJB)	COG2062	Control,Jelly	0.7837837837837838	37	0.85	40
func_2256867ea03e	Ribonuclease I (RnaI) (PDB:1BK7)	COG3719	Control,Jelly	0.13513513513513514	37	0.2	40
func_225e520c88e1	Uncharacterized conserved protein, DUF917 family (PDB:2O3I)	COG3535	Jelly	0	37	0.025	40
func_22634afae9ef	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase (PurE) (PDB:1D7A)	COG0041	Control,Jelly	0.918918918918919	37	0.9	40
func_228c2ac7c92b	ATP-dependent protease Clp, ATPase subunit ClpX (ClpX) (PDB:3HTE)	COG1219	Control,Jelly	0.7837837837837838	37	0.725	40
func_22955918aeb1	DNA-adenine methylase (Dam) (PDB:4GOL)	COG0338	Control,Jelly	0.10810810810810811	37	0.275	40
func_22a06cde59d7	Phosphate/sulfate permease (PitA) (PUBMED:31358606)	COG0306	Control,Jelly	0.3783783783783784	37	0.525	40
func_22af479bc0ec	Cell division protein FtsL, interacts with FtsB and FtsQ (FtsL)	COG3116	Control,Jelly	0.1891891891891892	37	0.35	40
func_22ba757dab9e	Uncharacterized conserved protein YihD, DUF1040 family (YihD) (PDB:2KO6)	COG3084	Jelly	0	37	0.05	40
func_22cc53a9e741	Type IV pilus assembly protein PilT, pilus retraction ATPase (PilT) (PDB:5FL3)	COG2805	Control,Jelly	0.2972972972972973	37	0.35	40
func_22e5e82479aa	Trehalose utilization protein (ThuA) (PDB:1T0B)	COG4813	Control,Jelly	0.02702702702702703	37	0.025	40
func_22f55fbfa37f	RNA methyltransferase activator Trm112/YbaR (Trm112) (PDB:2KPI) (PUBMED:27986851;30010922)	COG2835	Control,Jelly	0.6216216216216216	37	0.675	40
func_23024c0242be	Ubiquitin (UBI4) (PDB:1AAR)	COG5272	Control,Jelly	0.02702702702702703	37	0.025	40
func_2307a3ad0060	Predicted sugar epimerase, xylose isomerase-like family	COG4130	Control,Jelly	0.05405405405405406	37	0.075	40
func_230be19a72db	Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins (OmpA) (PDB:1OAP)	COG2885	Control,Jelly	0.8918918918918919	37	1.0	40
func_232cfca1e152	Periplasmic protein TonB, links inner and outer membranes (TonB) (PDB:1IHR)	COG0810	Control,Jelly	0.6486486486486487	37	0.875	40
func_23321283421f	Sulfur transfer protein SufE, Fe-S cluster assembly (SufE) (PDB:1MZG)	COG2166	Control,Jelly	0.8378378378378378	37	0.675	40
func_233313b214af	NADH:ubiquinone oxidoreductase 20 kD subunit (chain B) or related Fe-S oxidoreductase (NuoB) (PDB:2FUG) (PUBMED:25941396)	COG0377	Control,Jelly	0.3783783783783784	37	0.2	40
func_23522d2b9818	Mevalonate 5-phosphate dehydratase subunit 1, aconitase superfamily (modified mevalonate pathway) (AcnX1) (PUBMED:30224495)	COG1679	Control,Jelly	0.16216216216216217	37	0.025	40
func_2387f7b70f40	ABC-type phosphate transport system, ATPase component (PstB)	COG1117	Control,Jelly	0.7567567567567568	37	0.675	40
func_238bbe861866	Spore maturation protein CgeB	COG4641	Jelly	0	37	0.05	40
func_23a3cd70da5a	Na+/melibiose symporter or related transporter (MelB) (PDB:4M64)	COG2211	Control,Jelly	0.5675675675675675	37	0.625	40
func_23cdb765550d	23S rRNA A1618 N6-methylase RlmF (RlmF) (PDB:2H00) (PUBMED:18021804)	COG3129	Control,Jelly	0.13513513513513514	37	0.375	40
func_23ced94677e2	Uncharacterized conserved protein CPn0794, contains PKD-like HAF repeats	COG5563		0	37	0	40
func_23e129392c99	4-hydroxy-L-threonine phosphate dehydrogenase PdxA (PdxA) (PDB:1PS6)	COG1995	Control,Jelly	0.918918918918919	37	0.85	40
func_23edbdfbd911	Uncharacterized conserved protein, DUF971 family (PDB:2L6N)	COG3536	Control,Jelly	0.3783783783783784	37	0.225	40
func_24053889481d	N-acetylglucosaminyl transferase (Gnt1)	COG5597	Control	0.02702702702702703	37	0	40
func_240cdc0ca49f	1-deoxy-D-xylulose 5-phosphate reductoisomerase (Dxr) (PDB:1JVS)	COG0743	Control,Jelly	0.6756756756756757	37	0.6	40
func_241f64066d3a	Cytidine deaminase (Cdd) (PDB:1AF2)	COG0295	Control,Jelly	0.35135135135135137	37	0.625	40
func_2421113f3ca3	Uncharacterized conserved protein, contains Extensin-like_C domain	COG3921	Control,Jelly	0.10810810810810811	37	0.05	40
func_243cdc863b0e	Translation initiation factor 1 (eIF-1/SUI1) (SUI1) (PDB:1D1R)	COG0023	Control,Jelly	0.2702702702702703	37	0.6	40
func_243d8a8db3e8	tRNA(Ile)-lysidine synthase TilS/MesJ (TilS) (PDB:1NI5) (PUBMED:21435031)	COG0037	Control,Jelly	0.918918918918919	37	0.925	40
func_24413ee0bef3	Molybdopterin-dependent catalytic subunit of periplasmic DMSO/TMAO and protein-methionine-sulfoxide reductases (MsrP) (PDB:1OGP) (PUBMED:26641313;32750406)	COG2041	Control,Jelly	0.5135135135135135	37	0.475	40
func_24449af76b4e	Serine protease inhibitor (SERPIN)	COG4826	Jelly	0	37	0.025	40
func_245b66ac4830	DNA repair exonuclease SbcCD ATPase subunit (SbcC) (PDB:3QKR)	COG0419	Control,Jelly	0.10810810810810811	37	0.35	40
func_245d699d640a	Lipopolysaccharide assembly protein YciS/LapA, DUF1049 family (YciS) (PUBMED:24722986)	COG3771	Control,Jelly	0.05405405405405406	37	0.15	40
func_2477547d16ac	Uncharacterized conserved protein (PDB:5YIU)	COG5352	Control,Jelly	0.40540540540540543	37	0.2	40
func_247adb8df20a	Ethanolamine ammonia-lyase, small subunit (EutC) (PDB:5YSN)	COG4302	Control,Jelly	0.02702702702702703	37	0.075	40
func_24a317b170bb	Cell division ATPase FtsA (FtsA) (PDB:3WT0)	COG0849	Control,Jelly	0.8648648648648649	37	0.9	40
func_24b0d54ebbec	Tellurite resistance protein TerB (TerB) (PDB:2JXU) (PUBMED:23044854;26778143)	COG3793	Control,Jelly	0.13513513513513514	37	0.2	40
func_24d33870b578	Predicted aspartyl protease (PDB:5C9F)	COG3577	Control,Jelly	0.40540540540540543	37	0.6	40
func_24d452b09993	Predicted acyltransferase (OpgC)	COG4645	Control,Jelly	0.02702702702702703	37	0.05	40
func_24def7b3df1c	YciI superfamily enzyme, includes 5-CHQ dehydrochlorinase, contains active-site pHis (YciI) (PDB:1MWQ) (PUBMED:15779043;23955343)	COG2350	Control,Jelly	0.40540540540540543	37	0.675	40
func_25016a89de76	Uncharacterized membrane protein YjcL	COG5505	Control,Jelly	0.2702702702702703	37	0.525	40
func_2507a6ac8823	Uncharacterized membrane protein YdbS, contains bPH2 (bacterial pleckstrin homology) domain (YdbS)	COG3402	Control,Jelly	0.08108108108108109	37	0.125	40
func_250f727ac3ba	Transcriptional regulator of heat shock response (HrcA) (PDB:1STZ)	COG1420	Control,Jelly	0.5945945945945946	37	0.275	40
func_25231aa49385	Phage shock protein A (PspA) (PDB:4WHE)	COG1842	Control,Jelly	0.32432432432432434	37	0.475	40
func_2540ca419c8a	Predicted ATPase	COG3911,COG4637,COG4938,COG3910,COG3899	Control,Jelly	0.21621621621621623	37	0.25	40
func_254b777a9dac	Ketosteroid isomerase-related protein (YesE) (PDB:1Z1S)	COG3631	Control,Jelly	0.43243243243243246	37	0.575	40
func_2551d53c6419	Putative cysteine ligase BshC/YllA (bacillithiol biosynthesis) (BshC) (PDB:4WBD) (PUBMED:20308541;25496067)	COG4365	Control,Jelly	0.16216216216216217	37	0.275	40
func_256819b64f69	Chromosome condensin MukBEF, kleisin-like MukF subunit (MukF) (PDB:1T98)	COG3006	Jelly	0	37	0.05	40
func_256f847ae5ad	Type III secretory pathway, lipoprotein EscJ (EscJ) (PDB:1YJ7)	COG4669	Jelly	0	37	0.025	40
func_257c80193498	Urease accessory protein UreH (UreH) (PDB:3SF5)	COG0829	Control,Jelly	0.35135135135135137	37	0.25	40
func_257ed3811bb4	Homogentisate 1,2-dioxygenase (HmgA) (PDB:1EY2)	COG3508	Control,Jelly	0.1891891891891892	37	0.45	40
func_2580eb0a7fec	Septum site-determining ATPase MinD (MinD) (PDB:4V02)	COG2894	Control,Jelly	0.13513513513513514	37	0.3	40
func_25936f64a412	Protoporphyrinogen oxidase HemY/PPOX (HemY) (PDB:3LOV)	COG1232	Control,Jelly	0.05405405405405406	37	0.175	40
func_25a24b9b2f36	Alpha-galactosidase (GalA) (PDB:2XN0)	COG3345	Control,Jelly	0.1891891891891892	37	0.2	40
func_25b899ece7e2	Threonine synthase (ThrC) (PDB:1VB3)	COG0498	Control,Jelly	0.972972972972973	37	0.7	40
func_25bcd7a0d14c	Phosphoglucomutase/phosphomannomutase (Pgm) (PDB:1C47) (PUBMED:30938049)	COG0033	Control,Jelly	0.13513513513513514	37	0.35	40
func_25c3aa6b7bb3	UDP-N-acetylmuramoylalanine-D-glutamate ligase (MurD) (PDB:1E0D)	COG0771	Control,Jelly	0.7837837837837838	37	0.85	40
func_25c3b22bcc81	ABC-type antimicrobial peptide export system, permease component SapC (SapC)	COG4171	Control,Jelly	0.05405405405405406	37	0.3	40
func_25e7255bfa83	Cytochrome c-type biogenesis protein CcmH/NrfG (NrfG)	COG4235	Control,Jelly	0.6756756756756757	37	0.775	40
func_260a82704a03	L-fucose isomerase or related protein (FucI) (PDB:1FUI) (PUBMED:22865846)	COG2407	Jelly	0	37	0.025	40
func_262783c401f4	ABC-type uncharacterized transport system, permease component	COG4120,COG4132,COG4590	Control,Jelly	0.1891891891891892	37	0.325	40
func_2635e24268ed	Kef-type K+ transport system, membrane component KefB (KefB) (PDB:4BWZ)	COG0475	Control,Jelly	0.35135135135135137	37	0.55	40
func_263cbe9dc3f3	Predicted transcriptional regulator (PDB:2D1H)	COG3355	Control	0.02702702702702703	37	0	40
func_26427400a247	Homospermidine synthase (PDB:4XQ9)	COG5310	Control,Jelly	0.02702702702702703	37	0.05	40
func_26771557e354	Aspartate ammonia-lyase (AspA) (PDB:6WNG)	COG1027	Control,Jelly	0.05405405405405406	37	0.175	40
func_2680519aa208	Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O)	COG0556	Control,Jelly	0.8918918918918919	37	0.9	40
func_2690bd10da9c	Uncharacterized conserved protein, DUF2093 domain	COG3908	Control	0.02702702702702703	37	0	40
func_26a14cbc97ea	N-hydroxylaminopurine reductase subunit YcbX, contains MOSC domain (YcbX) (PUBMED:18312271;20118259)	COG3217	Control,Jelly	0.5135135135135135	37	0.425	40
func_26abae330f76	PAS domain (PAS) (PDB:2MWG)	COG2202	Control,Jelly	0.43243243243243246	37	0.775	40
func_26abf600edd0	Anti-sigma regulatory factor (Ser/Thr protein kinase) (RsbW) (PDB:1TIL)	COG2172	Control,Jelly	0.24324324324324326	37	0.325	40
func_26ad14107672	Transcriptional accessory protein Tex/SPT6 (Tex) (PDB:2OCE)	COG2183	Control,Jelly	0.1891891891891892	37	0.7	40
func_26d6a6b16b3b	Kojibiose phosphorylase YcjT (ATH1) (PDB:1H54) (PUBMED:29684280)	COG1554	Control,Jelly	0.13513513513513514	37	0.175	40
func_26df68392f01	Proteasome lid subunit RPN8/RPN11, contains Jab1/MPN domain metalloenzyme (JAMM) motif (Rri1) (PDB:2O95)	COG1310	Control,Jelly	0.02702702702702703	37	0.025	40
func_26e0744c58dd	Outer membrane usher protein FimD/PapC (FimD) (PDB:2KT6)	COG3188	Control,Jelly	0.02702702702702703	37	0.1	40
func_26f202860257	Mannitol/fructose-specific phosphotransferase system, IIA domain (MtlA2) (PDB:1A3A)	COG4668	Control	0.02702702702702703	37	0	40
func_270615c15f8e	Precorrin-6x reductase (CobK) (PDB:4X7G)	COG2099	Control,Jelly	0.21621621621621623	37	0.175	40
func_270d6a8b2c38	Mn-dependent transcriptional regulator MntR, DtxR family (MntR) (PDB:1B1B)	COG1321	Control,Jelly	0.43243243243243246	37	0.325	40
func_270fc028c667	Uncharacterized membrane protein YdjX, related to fungal oxalate transporter, TVP38/TMEM64 family (TVP38) (PUBMED:20889782)	COG0398	Control,Jelly	0.6756756756756757	37	0.65	40
