MODULE	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	sample_ids	p_Jelly	N_Jelly	p_Control	N_Control
Heme biosynthesis, animals and fungi, glycine => heme	1.7342349605557925	0.1878709563291745	0.5006127521939812	Control	M00868	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_7,T4J_bin_11,T4J_bin_9,T4J_bin_12,T4J_bin_21,T4J_bin_6,T4J_bin_8,T4J_bin_13,T4J_bin_22,T4J_bin_26,T4J_bin_36,T4J_bin_5,T4J_bin_23,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_35,T4C_bin_19,T4C_bin_31,T4C_bin_26,T4C_bin_14,T4C_bin_12,T4C_bin_23,T4C_bin_17,T4C_bin_18,T4C_bin_1,T4C_bin_2,T4C_bin_27,T4C_bin_30,T4C_bin_4,T4C_bin_15,T4C_bin_5	0.5	40	0.6486486486486487	37
Arginine biosynthesis, ornithine => arginine	1.666599207989381	0.19671466235391774	0.5139002419849897	Jelly	M00844	T4J_bin_30,T4J_bin_17,T4J_bin_31,T4J_bin_19,T4J_bin_15,T4J_bin_7,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_21,T4J_bin_33,T4J_bin_4,T4J_bin_8,T4J_bin_13,T4J_bin_10,T4J_bin_22,T4J_bin_40,T4J_bin_18,T4J_bin_34,T4J_bin_27,T4J_bin_5,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_3,T4C_bin_29,T4C_bin_19,T4C_bin_21,T4C_bin_25,T4C_bin_26,T4C_bin_14,T4C_bin_6,T4C_bin_22,T4C_bin_23,T4C_bin_13	0.525	40	0.3783783783783784	37
Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol	1.6167539012816072	0.20354500439619938	0.5215180820280914	Jelly	M00117	T4J_bin_31,T4J_bin_15,T4J_bin_28,T4J_bin_12,T4J_bin_33,T4J_bin_6,T4J_bin_8,T4J_bin_10,T4J_bin_34,T4J_bin_27,T4C_bin_7,T4C_bin_36,T4C_bin_25,T4C_bin_24,T4C_bin_22	0.25	40	0.13513513513513514	37
Pantothenate biosynthesis, valine/L-aspartate => pantothenate	1.5629522741426067	0.21123347361942005	0.5239425975051369	Jelly	M00119	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_32,T4J_bin_9,T4J_bin_1,T4J_bin_12,T4J_bin_33,T4J_bin_6,T4J_bin_4,T4J_bin_8,T4J_bin_10,T4J_bin_22,T4J_bin_26,T4J_bin_27,T4J_bin_38,T4J_bin_20,T4J_bin_5,T4J_bin_23,T4C_bin_7,T4C_bin_36,T4C_bin_37,T4C_bin_19,T4C_bin_25,T4C_bin_26,T4C_bin_11,T4C_bin_24,T4C_bin_12,T4C_bin_22,T4C_bin_33,T4C_bin_23,T4C_bin_9,T4C_bin_30,T4C_bin_13,T4C_bin_8	0.575	40	0.43243243243243246	37
Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	1.5552890747408126	0.2123563255977132	0.5239425975051369	Control	M00019	T4J_bin_30,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_32,T4J_bin_7,T4J_bin_1,T4J_bin_28,T4J_bin_21,T4J_bin_33,T4J_bin_6,T4J_bin_4,T4J_bin_8,T4J_bin_13,T4J_bin_10,T4J_bin_22,T4J_bin_40,T4J_bin_26,T4J_bin_39,T4J_bin_34,T4J_bin_27,T4J_bin_5,T4J_bin_23,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_35,T4C_bin_19,T4C_bin_31,T4C_bin_21,T4C_bin_34,T4C_bin_11,T4C_bin_14,T4C_bin_6,T4C_bin_20,T4C_bin_12,T4C_bin_22,T4C_bin_33,T4C_bin_18,T4C_bin_9,T4C_bin_1,T4C_bin_2,T4C_bin_16,T4C_bin_30,T4C_bin_4,T4C_bin_5,T4C_bin_8	0.625	40	0.7567567567567568	37
Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	1.5035810818234745	0.22012117511842755	0.5298682726634086	Jelly	M00016	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_32,T4J_bin_7,T4J_bin_11,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_21,T4J_bin_33,T4J_bin_6,T4J_bin_29,T4J_bin_4,T4J_bin_8,T4J_bin_13,T4J_bin_10,T4J_bin_22,T4J_bin_26,T4J_bin_18,T4J_bin_35,T4J_bin_34,T4J_bin_36,T4J_bin_27,T4J_bin_5,T4J_bin_23,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_19,T4C_bin_31,T4C_bin_21,T4C_bin_34,T4C_bin_25,T4C_bin_26,T4C_bin_11,T4C_bin_14,T4C_bin_6,T4C_bin_24,T4C_bin_22,T4C_bin_33,T4C_bin_23,T4C_bin_9,T4C_bin_1,T4C_bin_5	0.775	40	0.6486486486486487	37
Fatty acid biosynthesis, initiation	1.4765532043453082	0.22431458510491248	0.5298682726634086	Jelly	M00082	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_32,T4J_bin_7,T4J_bin_11,T4J_bin_9,T4J_bin_1,T4J_bin_28,T4J_bin_21,T4J_bin_33,T4J_bin_6,T4J_bin_4,T4J_bin_8,T4J_bin_10,T4J_bin_3,T4J_bin_22,T4J_bin_39,T4J_bin_18,T4J_bin_35,T4J_bin_36,T4J_bin_27,T4J_bin_38,T4J_bin_5,T4J_bin_23,T4C_bin_7,T4C_bin_28,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_19,T4C_bin_31,T4C_bin_34,T4C_bin_26,T4C_bin_14,T4C_bin_6,T4C_bin_20,T4C_bin_12,T4C_bin_33,T4C_bin_23,T4C_bin_17,T4C_bin_18,T4C_bin_9,T4C_bin_27,T4C_bin_30,T4C_bin_15,T4C_bin_8	0.75	40	0.6216216216216216	37
Heme biosynthesis, plants and bacteria, glutamate => heme	1.461516207031154	0.2266890303779471	0.5298682726634086	Jelly	M00121	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_32,T4J_bin_11,T4J_bin_9,T4J_bin_1,T4J_bin_12,T4J_bin_21,T4J_bin_33,T4J_bin_6,T4J_bin_4,T4J_bin_8,T4J_bin_13,T4J_bin_10,T4J_bin_3,T4J_bin_26,T4J_bin_39,T4J_bin_18,T4J_bin_35,T4J_bin_36,T4J_bin_27,T4J_bin_5,T4J_bin_23,T4J_bin_25,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_10,T4C_bin_29,T4C_bin_37,T4C_bin_35,T4C_bin_19,T4C_bin_25,T4C_bin_14,T4C_bin_24,T4C_bin_12,T4C_bin_33,T4C_bin_23,T4C_bin_18,T4C_bin_9,T4C_bin_2,T4C_bin_27,T4C_bin_30,T4C_bin_4,T4C_bin_15,T4C_bin_8	0.725	40	0.5945945945945946	37
Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	1.3545655730102264	0.24448154026929436	0.5616041986287229	Jelly	M00926	T4J_bin_2,T4J_bin_24,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_11,T4J_bin_9,T4J_bin_12,T4J_bin_33,T4J_bin_6,T4J_bin_8,T4J_bin_3,T4J_bin_35,T4J_bin_36,T4J_bin_5,T4J_bin_23,T4J_bin_25,T4C_bin_7,T4C_bin_36,T4C_bin_35,T4C_bin_14,T4C_bin_24,T4C_bin_18,T4C_bin_2,T4C_bin_27,T4C_bin_30,T4C_bin_4,T4C_bin_15	0.425	40	0.2972972972972973	37
Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	1.2486487680615457	0.2638107122529787	0.5837827204082738	Jelly	M00007	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_32,T4J_bin_7,T4J_bin_11,T4J_bin_9,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_21,T4J_bin_33,T4J_bin_6,T4J_bin_29,T4J_bin_4,T4J_bin_8,T4J_bin_16,T4J_bin_13,T4J_bin_37,T4J_bin_10,T4J_bin_3,T4J_bin_22,T4J_bin_26,T4J_bin_18,T4J_bin_34,T4J_bin_36,T4J_bin_27,T4J_bin_38,T4J_bin_20,T4J_bin_5,T4J_bin_25,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_35,T4C_bin_19,T4C_bin_31,T4C_bin_21,T4C_bin_34,T4C_bin_25,T4C_bin_26,T4C_bin_11,T4C_bin_6,T4C_bin_24,T4C_bin_20,T4C_bin_12,T4C_bin_22,T4C_bin_33,T4C_bin_23,T4C_bin_18,T4C_bin_9,T4C_bin_1,T4C_bin_2,T4C_bin_16,T4C_bin_30,T4C_bin_15	0.9	40	0.8108108108108109	37
Ectoine degradation, ectoine => aspartate	1.2274616620916885	0.267901252872856	0.5837827204082738	Control	M00919	T4J_bin_17,T4C_bin_3,T4C_bin_17,T4C_bin_16	0.025	40	0.08108108108108109	37
Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate	1.1396545535774458	0.2857253339116533	0.5837827204082738	Control	M00046	T4J_bin_17,T4J_bin_7,T4J_bin_21,T4J_bin_13,T4J_bin_40,T4C_bin_28,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_21,T4C_bin_26,T4C_bin_17,T4C_bin_1	0.125	40	0.21621621621621623	37
Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	1.0953064154639132	0.2952984622359041	0.5837827204082738	Control	M00569	T4C_bin_28	0	40	0.02702702702702703	37
Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P	1.0953064154639132	0.2952984622359041	0.5837827204082738	Control	M00916	T4C_bin_35	0	40	0.02702702702702703	37
Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	1.062867928678099	0.30256198721533895	0.5837827204082738	Jelly	M00167	T4J_bin_30,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_7,T4J_bin_11,T4J_bin_9,T4J_bin_28,T4J_bin_21,T4J_bin_33,T4J_bin_6,T4J_bin_29,T4J_bin_4,T4J_bin_8,T4J_bin_13,T4J_bin_37,T4J_bin_10,T4J_bin_3,T4J_bin_27,T4J_bin_5,T4C_bin_7,T4C_bin_28,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_35,T4C_bin_19,T4C_bin_31,T4C_bin_34,T4C_bin_11,T4C_bin_12,T4C_bin_33,T4C_bin_23,T4C_bin_1,T4C_bin_16,T4C_bin_13	0.55	40	0.43243243243243246	37
De novo purine biosynthesis, PRPP + glutamine => IMP	1.0434309403256676	0.30702486634408777	0.5837827204082738	Control	M00048	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_7,T4J_bin_11,T4J_bin_9,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_21,T4J_bin_6,T4J_bin_29,T4J_bin_4,T4J_bin_8,T4J_bin_16,T4J_bin_10,T4J_bin_22,T4J_bin_40,T4J_bin_26,T4J_bin_39,T4J_bin_18,T4J_bin_34,T4J_bin_20,T4J_bin_5,T4J_bin_23,T4J_bin_25,T4C_bin_7,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_35,T4C_bin_19,T4C_bin_31,T4C_bin_21,T4C_bin_34,T4C_bin_25,T4C_bin_26,T4C_bin_11,T4C_bin_14,T4C_bin_6,T4C_bin_24,T4C_bin_20,T4C_bin_12,T4C_bin_22,T4C_bin_33,T4C_bin_23,T4C_bin_17,T4C_bin_18,T4C_bin_2,T4C_bin_16,T4C_bin_27,T4C_bin_30,T4C_bin_13,T4C_bin_5,T4C_bin_8	0.775	40	0.8648648648648649	37
Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	1.0434309403256656	0.3070248663440882	0.5837827204082738	Jelly	M00595	T4J_bin_30,T4J_bin_17,T4J_bin_7,T4J_bin_1,T4J_bin_21,T4J_bin_13,T4J_bin_40,T4J_bin_26,T4J_bin_23,T4C_bin_28,T4C_bin_3,T4C_bin_31,T4C_bin_14,T4C_bin_17	0.225	40	0.13513513513513514	37
Citrate cycle (TCA cycle, Krebs cycle)	1.027920471660958	0.31064758997462316	0.5837827204082738	Control	M00009	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_19,T4J_bin_32,T4J_bin_7,T4J_bin_11,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_33,T4J_bin_6,T4J_bin_16,T4J_bin_13,T4J_bin_5,T4C_bin_7,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_35,T4C_bin_19,T4C_bin_31,T4C_bin_34,T4C_bin_25,T4C_bin_26,T4C_bin_11,T4C_bin_14,T4C_bin_6,T4C_bin_33,T4C_bin_9,T4C_bin_13,T4C_bin_5	0.425	40	0.5405405405405406	37
Cytochrome bc1 complex respiratory unit	0.9755068622581605	0.3233106127141541	0.5837827204082738	Control	M00151	T4J_bin_30,T4J_bin_17,T4J_bin_19,T4J_bin_7,T4J_bin_1,T4J_bin_28,T4J_bin_21,T4J_bin_33,T4J_bin_6,T4J_bin_13,T4J_bin_35,T4J_bin_34,T4J_bin_20,T4J_bin_5,T4J_bin_23,T4C_bin_28,T4C_bin_10,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_35,T4C_bin_19,T4C_bin_31,T4C_bin_21,T4C_bin_34,T4C_bin_26,T4C_bin_14,T4C_bin_6,T4C_bin_33,T4C_bin_23,T4C_bin_1,T4C_bin_16,T4C_bin_4	0.375	40	0.4864864864864865	37
C5 isoprenoid biosynthesis, non-mevalonate pathway	0.9448969887485795	0.33102163533580853	0.5837827204082738	Jelly	M00096	T4J_bin_30,T4J_bin_17,T4J_bin_31,T4J_bin_19,T4J_bin_15,T4J_bin_32,T4J_bin_7,T4J_bin_11,T4J_bin_9,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_21,T4J_bin_33,T4J_bin_6,T4J_bin_29,T4J_bin_4,T4J_bin_8,T4J_bin_13,T4J_bin_10,T4J_bin_3,T4J_bin_22,T4J_bin_26,T4J_bin_18,T4J_bin_35,T4J_bin_34,T4J_bin_27,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_35,T4C_bin_19,T4C_bin_31,T4C_bin_26,T4C_bin_14,T4C_bin_6,T4C_bin_24,T4C_bin_22,T4C_bin_33,T4C_bin_23,T4C_bin_1,T4C_bin_16,T4C_bin_4	0.675	40	0.5675675675675675	37
KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	0.9378760354437257	0.3328246702335237	0.5837827204082738	Jelly	M00060	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_32,T4J_bin_7,T4J_bin_11,T4J_bin_9,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_21,T4J_bin_33,T4J_bin_6,T4J_bin_29,T4J_bin_4,T4J_bin_16,T4J_bin_13,T4J_bin_3,T4J_bin_26,T4J_bin_35,T4J_bin_34,T4J_bin_27,T4J_bin_5,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_31,T4C_bin_21,T4C_bin_34,T4C_bin_25,T4C_bin_26,T4C_bin_11,T4C_bin_6,T4C_bin_22,T4C_bin_33,T4C_bin_23,T4C_bin_17,T4C_bin_18,T4C_bin_2,T4C_bin_13,T4C_bin_15	0.7	40	0.5945945945945946	37
D-Arginine racemization, D-arginine => L-arginine	0.9371712548283687	0.33300638584643616	0.5837827204082738	Jelly	M00947	T4J_bin_13	0.025	40	0	37
Formaldehyde assimilation, xylulose monophosphate pathway	0.9371712548283687	0.33300638584643616	0.5837827204082738	Jelly	M00344	T4J_bin_19	0.025	40	0	37
Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine	0.9371712548283687	0.33300638584643616	0.5837827204082738	Jelly	M00024	T4J_bin_31	0.025	40	0	37
Tyrosine biosynthesis, chorismate => HPP => tyrosine	0.9371712548283687	0.33300638584643616	0.5837827204082738	Jelly	M00025	T4J_bin_31	0.025	40	0	37
Violacein biosynthesis, tryptophan => violacein	0.9371712548283687	0.33300638584643616	0.5837827204082738	Jelly	M00808	T4J_bin_8	0.025	40	0	37
beta-Lactam resistance, Bla system	0.9371712548283687	0.33300638584643616	0.5837827204082738	Jelly	M00627	T4J_bin_27	0.025	40	0	37
Fatty acid biosynthesis, elongation	0.9032680378359418	0.3419069389106908	0.5916017583401747	Jelly	M00083	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_32,T4J_bin_7,T4J_bin_11,T4J_bin_9,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_21,T4J_bin_33,T4J_bin_6,T4J_bin_29,T4J_bin_4,T4J_bin_8,T4J_bin_16,T4J_bin_13,T4J_bin_10,T4J_bin_3,T4J_bin_22,T4J_bin_40,T4J_bin_26,T4J_bin_39,T4J_bin_18,T4J_bin_35,T4J_bin_34,T4J_bin_27,T4J_bin_38,T4J_bin_20,T4J_bin_5,T4J_bin_23,T4J_bin_25,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_19,T4C_bin_31,T4C_bin_21,T4C_bin_34,T4C_bin_25,T4C_bin_26,T4C_bin_11,T4C_bin_14,T4C_bin_6,T4C_bin_24,T4C_bin_20,T4C_bin_22,T4C_bin_33,T4C_bin_23,T4C_bin_17,T4C_bin_18,T4C_bin_9,T4C_bin_1,T4C_bin_2,T4C_bin_16,T4C_bin_27,T4C_bin_13,T4C_bin_4,T4C_bin_15,T4C_bin_5	0.95	40	0.8918918918918919	37
Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP	0.8297794528550915	0.36233631025786983	0.6034400588115166	Control	M00938	T4J_bin_2,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_32,T4J_bin_7,T4J_bin_11,T4J_bin_9,T4J_bin_1,T4J_bin_12,T4J_bin_21,T4J_bin_6,T4J_bin_29,T4J_bin_4,T4J_bin_13,T4J_bin_3,T4J_bin_22,T4J_bin_39,T4J_bin_34,T4J_bin_36,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_35,T4C_bin_19,T4C_bin_31,T4C_bin_21,T4C_bin_25,T4C_bin_26,T4C_bin_11,T4C_bin_14,T4C_bin_24,T4C_bin_12,T4C_bin_22,T4C_bin_17,T4C_bin_18,T4C_bin_9,T4C_bin_2,T4C_bin_16,T4C_bin_30,T4C_bin_13,T4C_bin_5	0.575	40	0.6756756756756757	37
ADP-L-glycero-D-manno-heptose biosynthesis	0.8297794528550896	0.3623363102578702	0.6034400588115166	Jelly	M00064	T4J_bin_24,T4J_bin_31,T4J_bin_19,T4J_bin_15,T4J_bin_32,T4J_bin_11,T4J_bin_9,T4J_bin_28,T4J_bin_6,T4J_bin_4,T4J_bin_8,T4J_bin_16,T4J_bin_10,T4J_bin_3,T4J_bin_34,T4J_bin_27,T4J_bin_25,T4C_bin_10,T4C_bin_32,T4C_bin_37,T4C_bin_21,T4C_bin_34,T4C_bin_25,T4C_bin_26,T4C_bin_6,T4C_bin_24,T4C_bin_22,T4C_bin_33,T4C_bin_23	0.425	40	0.32432432432432434	37
Nucleotide sugar biosynthesis, glucose => UDP-glucose	0.8297794528550896	0.3623363102578702	0.6034400588115166	Jelly	M00549	T4J_bin_30,T4J_bin_15,T4J_bin_9,T4J_bin_1,T4J_bin_12,T4J_bin_21,T4J_bin_33,T4J_bin_6,T4J_bin_29,T4J_bin_4,T4J_bin_8,T4J_bin_37,T4J_bin_18,T4J_bin_35,T4J_bin_27,T4J_bin_5,T4J_bin_23,T4C_bin_28,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_32,T4C_bin_37,T4C_bin_21,T4C_bin_26,T4C_bin_6,T4C_bin_24,T4C_bin_23,T4C_bin_5	0.425	40	0.32432432432432434	37
Reductive pentose phosphate cycle (Calvin cycle)	0.7901543495492567	0.37405345766975745	0.6139183600609329	Jelly	M00165	T4J_bin_30,T4J_bin_17,T4J_bin_31,T4J_bin_19,T4J_bin_7,T4J_bin_21,T4J_bin_33,T4J_bin_4,T4J_bin_8,T4J_bin_13,T4J_bin_5,T4C_bin_28,T4C_bin_3,T4C_bin_19,T4C_bin_31,T4C_bin_33,T4C_bin_23,T4C_bin_1	0.275	40	0.1891891891891892	37
Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	0.7777057607485411	0.37784371933759764	0.6139183600609329	Control	M00022	T4J_bin_30,T4J_bin_17,T4J_bin_31,T4J_bin_19,T4J_bin_15,T4J_bin_7,T4J_bin_11,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_21,T4J_bin_6,T4J_bin_29,T4J_bin_4,T4J_bin_8,T4J_bin_13,T4J_bin_10,T4J_bin_3,T4J_bin_40,T4J_bin_26,T4J_bin_27,T4J_bin_5,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_35,T4C_bin_31,T4C_bin_21,T4C_bin_34,T4C_bin_26,T4C_bin_11,T4C_bin_14,T4C_bin_6,T4C_bin_24,T4C_bin_22,T4C_bin_33,T4C_bin_1,T4C_bin_2,T4C_bin_27,T4C_bin_4,T4C_bin_5	0.55	40	0.6486486486486487	37
Phosphatidylcholine (PC) biosynthesis, PE => PC	0.7023648718294586	0.40199020219657616	0.6452821359011495	Jelly	M00091	T4J_bin_2,T4J_bin_17,T4J_bin_32,T4J_bin_11,T4J_bin_13,T4J_bin_3,T4J_bin_38,T4C_bin_3,T4C_bin_25,T4C_bin_16,T4C_bin_5	0.175	40	0.10810810810810811	37
C1-unit interconversion, prokaryotes	0.62953055452396	0.4275275618579582	0.6773049050494578	Jelly	M00140	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_7,T4J_bin_28,T4J_bin_21,T4J_bin_16,T4J_bin_13,T4J_bin_22,T4J_bin_26,T4J_bin_23,T4C_bin_28,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_21,T4C_bin_26,T4C_bin_11,T4C_bin_33,T4C_bin_16	0.325	40	0.24324324324324328	37
Fumarate reductase, prokaryotes	0.6019793852883495	0.4378237959774228	0.6773049050494578	Control	M00150	T4J_bin_30,T4J_bin_31,T4J_bin_19,T4J_bin_28,T4J_bin_29,T4C_bin_10,T4C_bin_37,T4C_bin_21,T4C_bin_34,T4C_bin_26,T4C_bin_6,T4C_bin_33	0.125	40	0.1891891891891892	37
Anoxygenic photosynthesis in green nonsulfur bacteria	0.5647253638476648	0.4523625625378577	0.6773049050494578	Jelly	M00613	T4J_bin_30,T4J_bin_17,T4J_bin_7,T4J_bin_22,T4C_bin_3,T4C_bin_31	0.1	40	0.05405405405405406	37
Cytochrome bd ubiquinol oxidase	0.5647253638476648	0.4523625625378577	0.6773049050494578	Jelly	M00153	T4J_bin_31,T4J_bin_28,T4J_bin_27,T4J_bin_23,T4C_bin_25,T4C_bin_33	0.1	40	0.05405405405405406	37
Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA	0.5647253638476648	0.4523625625378577	0.6773049050494578	Jelly	M00878	T4J_bin_17,T4J_bin_7,T4J_bin_22,T4J_bin_23,T4C_bin_28,T4C_bin_3	0.1	40	0.05405405405405406	37
Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	0.5645294144942437	0.45244100760745615	0.6773049050494578	Jelly	M00093	T4J_bin_2,T4J_bin_24,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_32,T4J_bin_7,T4J_bin_11,T4J_bin_9,T4J_bin_28,T4J_bin_33,T4J_bin_6,T4J_bin_29,T4J_bin_4,T4J_bin_16,T4J_bin_37,T4J_bin_10,T4J_bin_3,T4J_bin_39,T4J_bin_34,T4J_bin_36,T4J_bin_27,T4J_bin_20,T4J_bin_23,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_34,T4C_bin_26,T4C_bin_14,T4C_bin_6,T4C_bin_12,T4C_bin_22,T4C_bin_23,T4C_bin_18,T4C_bin_9,T4C_bin_1,T4C_bin_16,T4C_bin_27,T4C_bin_15,T4C_bin_5	0.625	40	0.5405405405405406	37
CMP-KDO biosynthesis	0.5222755386832038	0.46987261286551163	0.6891895107359606	Jelly	M00063	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_7,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_21,T4J_bin_33,T4J_bin_6,T4J_bin_29,T4J_bin_4,T4J_bin_8,T4J_bin_16,T4J_bin_10,T4J_bin_40,T4J_bin_18,T4J_bin_35,T4J_bin_34,T4J_bin_36,T4J_bin_27,T4J_bin_20,T4J_bin_5,T4J_bin_23,T4J_bin_25,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_35,T4C_bin_19,T4C_bin_31,T4C_bin_25,T4C_bin_26,T4C_bin_6,T4C_bin_24,T4C_bin_12,T4C_bin_22,T4C_bin_23,T4C_bin_17,T4C_bin_18,T4C_bin_2,T4C_bin_27,T4C_bin_4,T4C_bin_15,T4C_bin_8	0.725	40	0.6486486486486487	37
CAM (Crassulacean acid metabolism), dark	0.520272265573114	0.4707255643607128	0.6891895107359606	Control	M00168	T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_1,T4J_bin_28,T4J_bin_8,T4J_bin_10,T4J_bin_35,T4J_bin_36,T4J_bin_5,T4C_bin_32,T4C_bin_34,T4C_bin_25,T4C_bin_26,T4C_bin_33,T4C_bin_23,T4C_bin_18,T4C_bin_9,T4C_bin_30,T4C_bin_15,T4C_bin_5,T4C_bin_8	0.25	40	0.32432432432432434	37
